,IELTS_R,IELTS_L,IELTS_S,IELTS_W,IELTS_Z
83005,0,0,0,0,0
83006,0,0,0,0,0
83007,0,0,0,0,0
83008,8,8.5,7.5,7.5,6.5
83009,6.5,6,5.5,6,6
83010,0,0,0,0,0
83011,0,0,0,0,0
83012,0,0,0,0,0
83013,7.5,0,0,0,0
83014,7.5,0,0,0,0
83015,0,0,0,0,0
83016,0,0,0,0,0
83017,0,0,0,0,0
83018,0,0,0,0,0
83019,6.5,7,6,5.5,6
83020,6.5,7,6,5.5,6
83021,6.5,7,6,5.5,6
83022,6.5,7,6,5.5,6
83023,0,0,0,0,0
83024,7,7,6,7,6.5
83025,7,7,6,7,6.5
83026,7,7,6,7,6.5
83027,7,7,6,7,6.5
83028,0,0,0,0,0
83029,0,0,0,0,0
83030,0,0,0,0,0
83031,0,0,0,0,0
83032,0,0,0,0,0
83033,6.5,7.5,6,5.5,5.5
83034,6.5,7.5,6,5.5,5.5
83035,7.5,8.5,7.5,6,6.5
83036,0,0,0,0,0
83037,0,0,0,0,0
83038,0,0,0,0,0
83039,0,0,0,0,0
83040,0,0,0,0,0
83041,6,6,5.5,5.5,6
83042,0,0,0,0,0
83043,0,0,0,0,0
83044,6,6.5,5.5,5.5,5
83045,0,0,0,0,0
83046,0,0,0,0,0
83047,0,0,0,0,0
83048,0,0,0,0,0
83049,0,0,0,0,0
83050,0,0,0,0,0
83051,0,0,0,0,0
83052,0,0,0,0,0
83053,0,0,0,0,0
83054,0,0,0,0,0
83055,0,0,0,0,0
83056,6.5,8,6.5,5.5,5.5
83057,0,0,0,0,0
83058,0,0,0,0,0
83059,0,0,0,0,0
83060,0,0,0,0,0
83061,6.5,6,5.5,6.6,5.5
83062,6.5,6.5,5.5,5.5,6
83063,6.5,6.5,5.5,5.5,6
83064,6.5,6.5,5.5,5.5,6
83065,0,0,0,0,0
83066,0,0,0,0,0
83067,0,0,0,0,0
83068,6.5,7.5,6,5.5,6
83069,6.5,7.5,6,5.5,6
83070,6.5,7.5,6,5.5,6
83071,0,0,0,0,0
83072,7.5,0,0,0,0
83073,0,0,0,0,0
83074,7.5,8.5,7.5,6.5,6.5
83075,0,0,0,0,0
83076,0,0,0,0,0
83077,0,0,0,0,0
83078,0,0,0,0,0
83079,0,0,0,0,0
83080,0,0,0,0,0
83081,0,0,0,0,0
83082,0,0,0,0,0
83083,0,0,0,0,0
83084,0,0,0,0,0
83085,0,0,0,0,0
83086,0,0,0,0,0
83087,7,8,6.5,6,6
83088,7,7,6,6,6
83089,0,0,0,0,0
83090,6.5,8,6.5,6,5.5
83091,0,0,0,0,0
83092,0,0,0,0,0
83093,0,0,0,0,0
83094,0,0,0,0,0
83095,6.5,7,6,5.5,6.5
83096,0,0,0,0,0
83097,6.5,7,6,5.5,6.5
83098,8,6,0,5.5,6.5
83099,0,0,0,0,0
83100,7.5,0,0,0,0
83101,7.5,0,0,0,0
83102,0,0,0,0,0
83103,7.5,0,0,0,0
83104,7.5,0,0,0,0
83105,0,0,0,0,0
83106,7.5,0,0,0,0
83107,0,0,0,0,0
83108,7.5,0,0,0,0
83109,7.5,0,0,0,0
83110,7.5,0,0,0,0
83111,0,0,0,0,0
83112,0,0,0,0,0
83113,7,9,8.5,6,6.5
83114,0,0,0,0,0
83115,7,0,0,0,0
83116,6,6,5.5,5.5,6
83117,7,0,0,0,0
83118,7,0,0,0,0
83119,7,0,0,0,0
83120,0,0,0,0,0
83121,0,0,0,0,0
83122,0,0,0,0,0
83123,0,0,0,0,0
83124,0,0,0,0,0
83125,0,0,0,0,0
83126,7,7,6,6,7
83127,6.5,7.5,6,5.5,5.5
83128,0,0,0,0,0
83129,0,0,0,0,0
83130,7.5,0,0,0,0
83131,6.5,7,6,6,6
83132,0,0,0,0,0
83133,0,0,0,0,0
83134,7,8.5,7.5,6,5.5
83135,7,8.5,7.5,6,5.5
83136,6.5,7.5,6,6,6
83137,0,0,0,0,0
83138,7,0,0,0,0
83139,6.5,6,5.5,6,5.5
83140,7,8.5,7.5,5.5,6.5
83141,7,8.5,7.5,5.5,6.5
83142,0,0,0,0,0
83143,0,0,0,0,0
83144,0,0,0,0,0
83145,0,0,0,0,0
83146,0,0,0,0,0
83147,0,0,0,0,0
83148,0,0,0,0,0
83149,0,0,0,0,0
83150,0,0,0,0,0
83151,6.5,0,0,0,0
83152,6.5,7.5,6,6,5.5
83153,6.5,7.5,6,6,5.5
83154,6.5,7.5,6,6,5.5
83155,6.5,7.5,6,6,5.5
83156,6.5,7.5,6,6,5.5
83157,6.5,7.5,6,6,5.5
83158,6.5,7.5,6,6,5.5
83159,6.5,7.5,6,6,5.5
83160,0,0,0,0,0
83161,0,0,0,0,0
83162,0,0,0,0,0
83163,0,0,0,0,0
83164,0,0,0,0,0
83165,0,0,0,0,0
83166,0,0,0,0,0
83167,0,0,0,0,0
83168,7,7,6,6,6
83169,6.5,7,6,6,6
83170,7,7,6,6.5,6.5
83171,0,0,0,0,0
83172,7,7,6,6.5,6.5
83173,6.5,7,6,6.5,6
83174,6.5,7,6,6.5,6
83175,0,0,0,0,0
83176,6.5,7,6,6.5,6
83177,0,0,0,0,0
83178,0,0,0,0,0
83179,0,0,0,0,0
83180,0,0,0,0,0
83181,0,0,0,0,0
83182,7.5,8,7,6.5,6.5
83183,0,0,0,0,0
83184,0,0,0,0,0
83185,0,0,0,0,0
83186,0,0,0,0,0
83187,0,0,0,0,0
83188,0,0,0,0,0
83189,0,0,0,0,0
83190,0,0,0,0,0
83191,0,0,0,0,0
83192,6.5,7,6,6,6
83193,7,8,6.5,6.5,6.5
83194,0,0,0,0,0
83195,0,0,0,0,0
83196,0,0,0,0,0
83197,6.5,7.5,6,6,5.5
83198,6.5,7.5,6,6,5.5
83199,0,0,0,0,0
83200,0,0,0,0,0
83201,7,8.5,7.5,6,6
83202,6,5.5,5,5.5,6
83203,0,0,0,0,0
83204,7.5,8.5,7.5,6.5,6.5
83205,7.5,8.5,7.5,6.5,6.5
83206,7.5,8.5,7.5,6.5,6.5
83207,0,0,0,0,0
83208,0,0,0,0,0
83209,0,0,0,0,0
83210,0,0,0,0,0
83211,0,0,0,0,0
83212,0,0,0,0,0
83213,6.5,8,6.5,6,5.5
83214,0,0,0,0,0
83215,0,0,0,0,0
83216,0,0,0,0,0
83217,0,0,0,0,0
83218,0,0,0,0,0
83219,0,0,0,0,0
83220,0,0,0,0,0
83221,0,0,0,0,0
83222,0,0,0,0,0
83223,7,6.5,6,7.5,6
83224,7,6.5,6,7.5,6
83225,0,0,0,0,0
83226,0,0,0,0,0
83227,0,0,0,0,0
83228,0,0,0,0,0
83229,0,0,0,0,0
83230,6.5,7.5,6,5.5,5.5
83231,0,0,0,0,0
83232,0,0,0,0,0
83233,0,0,0,0,0
83234,0,0,0,0,0
83235,0,0,0,0,0
83236,7,7,6,6,6
83237,0,0,0,0,0
83238,0,0,0,0,0
83239,0,0,0,0,0
83240,0,0,0,0,0
83241,0,0,0,0,0
83242,0,0,0,0,0
83243,0,0,0,0,0
83244,0,0,0,0,0
83245,7,7.5,6,7,6
83246,7,7.5,6,7,6
83247,7,7.5,6,7,6
83248,7,7.5,6,7,6
83249,0,0,0,0,0
83250,0,0,0,0,0
83251,0,0,0,0,0
83252,0,0,0,0,0
83253,0,0,0,0,0
83254,0,0,0,0,0
83255,0,0,0,0,0
83256,0,0,0,0,0
83257,0,0,0,0,0
83258,0,0,0,0,0
83259,0,0,0,0,0
83260,0,0,0,0,0
83261,0,0,0,0,0
83262,0,0,0,0,0
83263,0,0,0,0,0
83264,0,0,0,0,0
83265,0,0,0,0,0
83266,0,0,0,0,0
83267,0,0,0,0,0
83268,0,0,0,0,0
83269,7.5,8,7,6.5,6.5
83270,7,8,6.5,6,6
83271,6,6.5,5.5,5.5,5.5
83272,0,0,0,0,0
83273,0,0,0,0,0
83274,0,0,0,0,0
83275,0,0,0,0,0
83276,0,0,0,0,0
83277,0,0,0,0,0
83278,0,0,0,0,0
83279,0,0,0,0,0
83280,0,0,0,0,0
83281,0,0,0,0,0
83282,0,0,0,0,0
83283,0,0,0,0,0
83284,0,0,0,0,0
83285,0,0,0,0,0
83286,0,0,0,0,0
83287,0,0,0,0,0
83288,0,0,0,0,0
83289,0,0,0,0,0
83290,0,0,0,0,0
83291,0,0,0,0,0
83292,0,0,0,0,0
83293,0,0,0,0,0
83294,0,0,0,0,0
83295,6,7,6,5.5,6
83296,6,7,6,5.5,6
83297,0,0,0,0,0
83298,0,0,0,0,0
83299,0,0,0,0,0
83300,0,0,0,0,0
83301,0,0,0,0,0
83302,0,0,0,0,0
83303,0,0,0,0,0
83304,0,0,0,0,0
83305,0,0,0,0,0
83306,0,0,0,0,0
83307,0,0,0,0,0
83308,0,0,0,0,0
83309,7.5,8.5,7.5,6,7
83310,0,0,0,0,0
83311,0,0,0,0,0
83312,0,0,0,0,0
83313,0,0,0,0,0
83314,0,0,0,0,0
83315,0,0,0,0,0
83316,0,0,0,0,0
83317,0,0,0,0,0
83318,0,0,0,0,0
83319,0,0,0,0,0
83320,0,0,0,0,0
83321,7,8.5,7.5,6,5.5
83322,7,8.5,7.5,6,5.5
83323,0,0,0,0,0
83324,0,0,0,0,0
83325,0,0,0,0,0
83326,0,0,0,0,0
83327,0,0,0,0,0
83328,0,0,0,0,0
83329,0,0,0,0,0
83330,0,0,0,0,0
83331,0,0,0,0,0
83332,6.5,0,0,0,0
83333,6.5,0,0,0,0
83334,6.5,0,0,0,0
83335,0,0,0,0,0
83336,6.5,7,6,6.5,6
83337,6.5,7,6,6.5,6
83338,6.5,7,6,6.5,6
83339,0,0,0,0,0
83340,6,6.5,5.5,6,5.5
83341,6,6.5,5.5,6,5.5
83342,0,0,0,0,0
83343,6.5,6.5,5.5,5,6
83344,0,0,0,0,0
83345,0,0,0,0,0
83346,0,0,0,0,0
83347,0,0,0,0,0
83348,0,0,0,0,0
83349,0,0,0,0,0
83350,0,0,0,0,0
83351,0,0,0,0,0
83352,0,0,0,0,0
83353,6,6,5.5,5.5,6
83354,0,0,0,0,0
83355,0,0,0,0,0
83356,7,8,6.5,6,6
83357,0,0,0,0,0
83358,0,0,0,0,0
83359,0,0,0,0,0
83360,0,0,0,0,0
83361,0,0,0,0,0
83362,0,0,0,0,0
83363,0,0,0,0,0
83364,0,0,0,0,0
83365,0,0,0,0,0
83366,0,0,0,0,0
83367,0,0,0,0,0
83368,0,0,0,0,0
83369,0,0,0,0,0
83370,0,0,0,0,0
83371,0,0,0,0,0
83372,7.5,7,6,8,6
83373,7.5,7,6,8,6
83374,0,0,0,0,0
83375,0,0,0,0,0
83376,0,0,0,0,0
83377,0,0,0,0,0
83378,0,0,0,0,0
83379,6.5,6.5,5.5,6,5.5
83380,7,8.5,7.5,6,5.5
83381,7,8.5,7.5,6,5.5
83382,0,0,0,0,0
83383,7,8.5,7.5,6,5.5
83384,7,8.5,7.5,6,5.5
83385,7,8.5,7.5,6,5.5
83386,7,8.5,7.5,6,5.5
83387,7,8.5,7.5,6,5.5
83388,7,8.5,7.5,6,5.5
83389,0,0,0,0,0
83390,0,0,0,0,0
83391,0,0,0,0,0
83392,7,7.5,6,6,6
83393,6.5,7,6,6,5.5
83394,7,8,6.5,6.5,6.5
83395,7,7,6,6,6
83396,7,7,6,6,6
83397,7,7,6,6,6
83398,7,7,6,6,6
83399,7,7,6,6,6
83400,0,0,0,0,0
83401,0,0,0,0,0
83402,6.5,7,6,6,6
83403,7.5,8.5,7.5,7.5,6
83404,0,0,0,0,0
83405,0,0,0,0,0
83406,0,0,0,0,0
83407,6.5,6.5,5.5,6,6.5
83408,0,0,0,0,0
83409,0,0,0,0,0
83410,0,0,0,0,0
83411,0,0,0,0,0
83412,6.5,8,6.5,6,6
83413,6.5,8,6.5,6,6
83414,0,0,0,0,0
83415,0,0,0,0,0
83416,6.5,0,0,0,0
83417,0,0,0,0,0
83418,6.5,7.5,6,5.5,5.5
83419,6.5,7.5,6,6,5.5
83420,6.5,7.5,6,6,5.5
83421,6.5,6.5,5.5,6.5,6
83422,7,8,6.5,5.5,5.5
83423,0,0,0,0,0
83424,0,0,0,0,0
83425,0,0,0,0,0
83426,0,0,0,0,0
83427,0,0,0,0,0
83428,0,0,0,0,0
83429,0,0,0,0,0
83430,0,0,0,0,0
83431,0,0,0,0,0
83432,0,0,0,0,0
83433,0,0,0,0,0
83434,0,0,0,0,0
83435,0,0,0,0,0
83436,0,0,0,0,0
83437,0,0,0,0,0
83438,0,0,0,0,0
83439,0,0,0,0,0
83440,0,0,0,0,0
83441,0,0,0,0,0
83442,0,0,0,0,0
83443,0,0,0,0,0
83444,0,0,0,0,0
83445,0,0,0,0,0
83446,0,0,0,0,0
83447,0,0,0,0,0
83448,0,0,0,0,0
83449,0,0,0,0,0
83450,7,7.5,6,6,6
83451,0,0,0,0,0
83452,0,0,0,0,0
83453,0,0,0,0,0
83454,0,0,0,0,0
83455,0,0,0,0,0
83456,6.5,6.5,5.5,6,5.5
83457,6.5,7.5,6,5.5,5.5
83458,0,0,0,0,0
83459,0,0,0,0,0
83460,7.5,7.5,6.5,7,6.5
83461,0,0,0,0,0
83462,6.5,7,6,6,5.5
83463,6.5,7,6,6,5.5
83464,6.5,7,6,6,5.5
83465,0,0,0,0,0
83466,0,0,0,0,0
83467,0,0,0,0,0
83468,0,0,0,0,0
83469,0,0,0,0,0
83470,0,0,0,0,0
83471,0,0,0,0,0
83472,0,0,0,0,0
83473,0,0,0,0,0
83474,0,0,0,0,0
83475,0,0,0,0,0
83476,0,0,0,0,0
83477,7,8.5,7.5,6,6
83478,7,7.5,6,6,6
83479,0,0,0,0,0
83480,0,0,0,0,0
83481,0,0,0,0,0
83482,0,0,0,0,0
83483,0,0,0,0,0
83484,0,0,0,0,0
83485,0,0,0,0,0
83486,7,0,0,0,0
83487,0,0,0,0,0
83488,0,0,0,0,0
83489,0,0,0,0,0
83490,0,0,0,0,0
83491,0,0,0,0,0
83492,0,0,0,0,0
83493,0,0,0,0,0
83494,0,0,0,0,0
83495,0,0,0,0,0
83496,6,6,5.5,6,5.5
83497,0,0,0,0,0
83498,0,0,0,0,0
83499,0,0,0,0,0
83500,0,0,0,0,0
83501,0,0,0,0,0
83502,0,0,0,0,0
83503,0,0,0,0,0
83504,6.5,7.5,6,5.5,6
83505,0,0,0,0,0
83506,0,0,0,0,0
83507,0,0,0,0,0
83508,7,8,6.5,6.5,6
83509,6.5,7.5,6,5.5,6
83510,0,0,0,0,0
83511,7,7.5,6,6,6
83512,0,0,0,0,0
83513,0,0,0,0,0
83514,0,0,0,0,0
83515,0,0,0,0,0
83516,0,0,0,0,0
83517,0,0,0,0,0
83518,0,0,0,0,0
83519,0,0,0,0,0
83520,0,0,0,0,0
83521,0,0,0,0,0
83522,0,0,0,0,0
83523,0,0,0,0,0
83524,6.5,8,6.5,5.5,6
83525,6.5,7,6,5.5,5.5
83526,7.5,8.5,7.5,6,6.5
83527,7.5,8.5,7.5,6,6.5
83528,0,0,0,0,0
83529,0,0,0,0,0
83530,0,0,0,0,0
83531,0,0,0,0,0
83532,0,0,0,0,0
83533,0,0,0,0,0
83534,0,0,0,0,0
83535,0,0,0,0,0
83536,7,7.5,6,6,6
83537,0,0,0,0,0
83538,0,0,0,0,0
83539,0,0,0,0,0
83540,0,0,0,0,0
83541,7,8,6.5,5.5,6
83542,6,6.5,5.5,5.5,5.5
83543,0,0,0,0,0
83544,0,0,0,0,0
83545,0,0,0,0,0
83546,0,0,0,0,0
83547,0,0,0,0,0
83548,7,7.5,6,6.5,6
83549,7,7.5,6,6.5,6
83550,7,7.5,6,6.5,6
83551,0,0,0,0,0
83552,0,0,0,0,0
83553,0,0,0,0,0
83554,7,7.5,6,5.5,6.5
83555,0,0,0,0,0
83556,6,6,5.5,6,5.5
83557,0,0,0,0,0
83558,0,0,0,0,0
83559,0,0,0,0,0
83560,0,0,0,0,0
83561,0,0,0,0,0
83562,0,0,0,0,0
83563,0,0,0,0,0
83564,0,0,0,0,0
83565,0,0,0,0,0
83566,0,0,0,0,0
83567,0,0,0,0,0
83568,0,0,0,0,0
83569,0,0,0,0,0
83570,0,0,0,0,0
83571,0,0,0,0,0
83572,0,0,0,0,0
83573,0,0,0,0,0
83574,0,0,0,0,0
83575,0,0,0,0,0
83576,0,0,0,0,0
83577,0,0,0,0,0
83578,0,0,0,0,0
83579,0,0,0,0,0
83580,0,0,0,0,0
83581,0,0,0,0,0
83582,0,0,0,0,0
83583,0,0,0,0,0
83584,0,0,0,0,0
83585,0,0,0,0,0
83586,0,0,0,0,0
83587,0,0,0,0,0
83588,0,0,0,0,0
83589,7,8.5,7.5,5.5,6
83590,0,0,0,0,0
83591,0,0,0,0,0
83592,0,0,0,0,0
83593,0,0,0,0,0
83594,0,0,0,0,0
83595,0,0,0,0,0
83596,0,0,0,0,0
83597,0,0,0,0,0
83598,0,0,0,0,0
83599,0,0,0,0,0
83600,0,0,0,0,0
83601,0,0,0,0,0
83602,0,0,0,0,0
83603,0,0,0,0,0
83604,0,0,0,0,0
83605,0,0,0,0,0
83606,0,0,0,0,0
83607,0,0,0,0,0
83608,0,0,0,0,0
83609,6,6,5.5,6,5
83610,6,6,5.5,6,5
83611,6,6,5.5,6,5
83612,6,6,5.5,6,5
83613,0,0,0,0,0
83614,6,6,5.5,6,5
83615,0,0,0,0,0
83616,0,0,0,0,0
83617,8,8.5,7.5,7.5,7
83618,8,8.5,7.5,7.5,7
83619,0,0,0,0,0
83620,0,0,0,0,0
83621,0,0,0,0,0
83622,0,0,0,0,0
83623,0,0,0,0,0
83624,0,0,0,0,0
83625,0,0,0,0,0
83626,0,0,0,0,0
83627,0,0,0,0,0
83628,8,8.5,7.5,7.5,6.5
83629,0,0,0,0,0
83630,0,0,0,0,0
83631,6,6,5.5,6,5.5
83632,7.5,0,0,0,0
83633,0,0,0,0,0
83634,7,8,6.5,5.5,6
83635,7,8,6.5,5.5,6
83636,7,8,6.5,5.5,6
83637,7,8,6.5,5.5,6
83638,0,0,0,0,0
83639,0,0,0,0,0
83640,0,0,0,0,0
83641,0,0,0,0,0
83642,0,0,0,0,0
83643,0,0,0,0,0
83644,0,0,0,0,0
83645,0,0,0,0,0
83646,0,0,0,0,0
83647,0,0,0,0,0
83648,0,0,0,0,0
83649,0,0,0,0,0
83650,0,0,0,0,0
83651,0,0,0,0,0
83652,0,0,0,0,0
83653,0,0,0,0,0
83654,0,0,0,0,0
83655,0,0,0,0,0
83656,0,0,0,0,0
83657,0,0,0,0,0
83658,0,0,0,0,0
83659,0,0,0,0,0
83660,0,0,0,0,0
83661,0,0,0,0,0
83662,0,0,0,0,0
83663,0,0,0,0,0
83664,6.5,6.5,5.5,6.5,6.5
83665,6.5,6.5,5.5,6.5,6.5
83666,6.5,7,6,5.5,5.5
83667,0,0,0,0,0
83668,0,0,0,0,0
83669,0,0,0,0,0
83670,0,0,0,0,0
83671,0,0,0,0,0
83672,0,0,0,0,0
83673,0,0,0,0,0
83674,0,0,0,0,0
83675,0,0,0,0,0
83676,0,0,0,0,0
83677,0,0,0,0,0
83678,0,0,0,0,0
83679,0,0,0,0,0
83680,0,0,0,0,0
83681,0,0,0,0,0
83682,0,0,0,0,0
83683,0,0,0,0,0
83684,0,0,0,0,0
83685,0,0,0,0,0
83686,6.5,7,6,6,5.5
83687,0,0,0,0,0
83688,6.5,7,6,5.5,5.5
83689,0,0,0,0,0
83690,0,0,0,0,0
83691,0,0,0,0,0
83692,0,0,0,0,0
83693,0,0,0,0,0
83694,0,0,0,0,0
83695,0,0,0,0,0
83696,0,0,0,0,0
83697,0,0,0,0,0
83698,0,0,0,0,0
83699,0,0,0,0,0
83700,0,0,0,0,0
83701,0,0,0,0,0
83702,0,0,0,0,0
83703,0,0,0,0,0
83704,0,0,0,0,0
83705,0,0,0,0,0
83706,0,0,0,0,0
83707,0,0,0,0,0
83708,0,0,0,0,0
83709,0,0,0,0,0
83710,0,0,0,0,0
83711,6.5,7.5,6,6,6
83712,0,0,0,0,0
83713,0,0,0,0,0
83714,0,0,0,0,0
83715,0,0,0,0,0
83716,0,0,0,0,0
83717,0,0,0,0,0
83718,0,0,0,0,0
83719,7,7,6,6,7
83720,0,0,0,0,0
83721,0,0,0,0,0
83722,0,0,0,0,0
83723,0,0,0,0,0
83724,0,0,0,0,0
83725,0,0,0,0,0
83726,0,0,0,0,0
83727,0,0,0,0,0
83728,0,0,0,0,0
83729,0,0,0,0,0
83730,6,7,6,6,5.5
83731,7.5,8,7,6,8
83732,7.5,8,7,6,8
83733,0,0,0,0,0
83734,0,0,0,0,0
83735,0,0,0,0,0
83736,7.5,8.5,7.5,6.5,6.5
83737,0,0,0,0,0
83738,0,0,0,0,0
83739,0,0,0,0,0
83740,0,0,0,0,0
83741,0,0,0,0,0
83742,0,0,0,0,0
83743,0,0,0,0,0
83744,0,0,0,0,0
83745,0,0,0,0,0
83746,0,0,0,0,0
83747,0,0,0,0,0
83748,0,0,0,0,0
83749,0,0,0,0,0
83750,0,0,0,0,0
83751,0,0,0,0,0
83752,0,0,0,0,0
83753,0,0,0,0,0
83754,0,0,0,0,0
83755,0,0,0,0,0
83756,0,0,0,0,0
83757,0,0,0,0,0
83758,0,0,0,0,0
83759,0,0,0,0,0
83760,0,0,0,0,0
83761,0,0,0,0,0
83762,0,0,0,0,0
83763,0,0,0,0,0
83764,0,0,0,0,0
83765,0,0,0,0,0
83766,0,0,0,0,0
83767,7.5,8.5,7.5,6.5,6.5
83768,6.5,7,6,6,6
83769,6.5,7,6,6,6
83770,6.5,7,6,6,6
83771,0,0,0,0,0
83772,0,0,0,0,0
83773,0,0,0,0,0
83774,0,0,0,0,0
83775,0,0,0,0,0
83776,0,0,0,0,0
83777,0,0,0,0,0
83778,0,0,0,0,0
83779,0,0,0,0,0
83780,0,0,0,0,0
83781,0,0,0,0,0
83782,0,0,0,0,0
83783,0,0,0,0,0
83784,0,0,0,0,0
83785,0,0,0,0,0
83786,0,0,0,0,0
83787,0,0,0,0,0
83788,0,0,0,0,0
83789,0,0,0,0,0
83790,0,0,0,0,0
83791,0,0,0,0,0
83792,0,0,0,0,0
83793,7,9,8.5,6,6
83794,7,9,8.5,6,6
83795,7,9,8.5,6,6
83796,0,0,0,0,0
83797,0,0,0,0,0
83798,6.5,6.5,5.5,6,6
83799,6.5,6.5,5.5,6,6
83800,6.5,6.5,5.5,6,6
83801,8,0,0,0,0
83802,0,0,0,0,0
83803,6,6.5,5.5,6,5
83804,0,0,0,0,0
83805,0,0,0,0,0
83806,0,0,0,0,0
83807,0,0,0,0,0
83808,0,0,0,0,0
83809,0,0,0,0,0
83810,0,0,0,0,0
83811,0,0,0,0,0
83812,0,0,0,0,0
83813,0,0,0,0,0
83814,0,0,0,0,0
83815,0,0,0,0,0
83816,0,0,0,0,0
83817,0,0,0,0,0
83818,0,0,0,0,0
83819,0,0,0,0,0
83820,0,0,0,0,0
83821,0,0,0,0,0
83822,0,0,0,0,0
83823,0,0,0,0,0
83824,7,0,0,0,0
83825,7,7,6,6,6.5
83826,7,7,6,6,6.5
83827,0,0,0,0,0
83828,6.5,6.5,5.5,6.5,6
83829,0,0,0,0,0
83830,0,0,0,0,0
83831,0,0,0,0,0
83832,0,0,0,0,0
83833,0,0,0,0,0
83834,0,0,0,0,0
83835,0,0,0,0,0
83836,0,0,0,0,0
83837,0,0,0,0,0
83838,6.5,8,6.5,5.5,6
83839,6.5,8,6.5,5.5,6
83840,6.5,8,6.5,5.5,6
83841,7,8.5,7.5,6.5,6
83842,0,0,0,0,0
83843,7,8,6.5,6,6
83844,7,8,6.5,6,6
83845,0,0,0,0,0
83846,7,8,6.5,6,6
83847,0,0,0,0,0
83848,0,0,0,0,0
83849,0,0,0,0,0
83850,0,0,0,0,0
83851,0,0,0,0,0
83852,0,0,0,0,0
83853,0,0,0,0,0
83854,7.5,8.5,7.5,7,7
83855,0,0,0,0,0
83856,7,8,6.5,5.5,6
83857,6.5,7.5,6,5.5,6
83858,0,0,0,0,0
83859,0,0,0,0,0
83860,0,0,0,0,0
83861,6.5,0,0,0,0
83862,0,0,0,0,0
83863,0,0,0,0,0
83864,0,0,0,0,0
83865,0,0,0,0,0
83866,0,0,0,0,0
83867,0,0,0,0,0
83868,6,6.5,5.5,6,5.5
83869,6,6.5,5.5,6,5.5
83870,0,0,0,0,0
83871,0,0,0,0,0
83872,0,0,0,0,0
83873,0,0,0,0,0
83874,0,0,0,0,0
83875,0,0,0,0,0
83876,0,0,0,0,0
83877,0,0,0,0,0
83878,7,7,6,6,6
83879,7,7,6,6,6
83880,0,0,0,0,0
83881,0,0,0,0,0
83882,0,0,0,0,0
83883,0,0,0,0,0
83884,0,0,0,0,0
83885,0,0,0,0,0
83886,0,0,0,0,0
83887,0,0,0,0,0
83888,0,0,0,0,0
83889,0,0,0,0,0
83890,0,0,0,0,0
83891,0,0,0,0,0
83892,0,0,0,0,0
83893,0,0,0,0,0
83894,0,0,0,0,0
83895,0,0,0,0,0
83896,0,0,0,0,0
83897,0,0,0,0,0
83898,0,0,0,0,0
83899,0,0,0,0,0
83900,0,0,0,0,0
83901,0,0,0,0,0
83902,0,0,0,0,0
83903,0,0,0,0,0
83904,0,0,0,0,0
83905,0,0,0,0,0
83906,0,0,0,0,0
83907,0,0,0,0,0
83908,0,0,0,0,0
83909,6,6.5,5.5,5.5,5.5
83910,0,0,0,0,0
83911,0,0,0,0,0
83912,0,0,0,0,0
83913,7,8.5,7.5,5.5,6
83914,7,8,6.5,6,6
83915,7,8,6.5,6,6
83916,0,0,0,0,0
83917,0,0,0,0,0
83918,6.5,8.5,7.5,6,5.5
83919,0,0,0,0,0
83920,0,0,0,0,0
83921,7,8.5,7.5,6,6
83922,0,0,0,0,0
83923,0,0,0,0,0
83924,0,0,0,0,0
83925,0,0,0,0,0
83926,0,0,0,0,0
83927,0,0,0,0,0
83928,0,0,0,0,0
83929,0,0,0,0,0
83930,0,0,0,0,0
83931,0,0,0,0,0
83932,0,0,0,0,0
83933,0,0,0,0,0
83934,0,0,0,0,0
83935,0,0,0,0,0
83936,0,0,0,0,0
83937,0,0,0,0,0
83938,0,0,0,0,0
83939,0,0,0,0,0
83940,0,0,0,0,0
83941,0,0,0,0,0
83942,7,8.5,7.5,7,6
83943,0,0,0,0,0
83944,0,0,0,0,0
83945,0,0,0,0,0
83946,0,0,0,0,0
83947,0,0,0,0,0
83948,0,0,0,0,0
83949,7,7,6,6,6
83950,0,0,0,0,0
83951,7,7,6,6,6
83952,0,0,0,0,0
83953,6.5,7,6,5.5,5.5
83954,0,0,0,0,0
83955,0,0,0,0,0
83956,0,0,0,0,0
83957,0,0,0,0,0
83958,0,0,0,0,0
83959,0,0,0,0,0
83960,0,0,0,0,0
83961,0,0,0,0,0
83962,0,0,0,0,0
83963,0,0,0,0,0
83964,0,0,0,0,0
83965,0,0,0,0,0
83966,0,0,0,0,0
83967,0,0,0,0,0
83968,0,0,0,0,0
83969,0,0,0,0,0
83970,0,0,0,0,0
83971,0,0,0,0,0
83972,0,0,0,0,0
83973,0,0,0,0,0
83974,0,0,0,0,0
83975,0,0,0,0,0
83976,0,0,0,0,0
83977,0,0,0,0,0
83978,6.5,0,0,0,0
83979,6.5,0,0,0,0
83980,6.5,0,0,0,0
83981,6.5,0,0,0,0
83982,0,0,0,0,0
83983,0,0,0,0,0
83984,0,0,0,0,0
83985,0,0,0,0,0
83986,0,0,0,0,0
83987,0,0,0,0,0
83988,0,0,0,0,0
83989,0,0,0,0,0
83990,7,8.5,7.5,6,6
83991,0,0,0,0,0
83992,7,8.5,7.5,6,6
83993,0,0,0,0,0
83994,0,0,0,0,0
83995,0,0,0,0,0
83996,0,0,0,0,0
83997,0,0,0,0,0
83998,0,0,0,0,7
